,id,name,popularity,track_number,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artists,album,release_date
171,09BF3kcZeMEG4Wzu0C4M9X,Kalyana Vayasu,53,1,spotify:track:09BF3kcZeMEG4Wzu0C4M9X,0.799,0.69,-5.427,0.223,0.367,7.77E-05,0.151,0.689,108.021,Anirudh Ravichander,Kolamavu Kokila,7/19/2018
186,0k2modGW9JkPeVZSYQvWhz,"Husn Parcham (From ""Zero"")",53,1,spotify:track:0k2modGW9JkPeVZSYQvWhz,0.737,0.887,-5.017,0.1,0.0335,0.000168,0.0604,0.423,102.028,"Bhoomi Trivedi, Raja Kumari, Ajay-Atul","Husn Parcham (From ""Zero"")",12/12/2018
438,4HB1ILmewz18T9jGNHmmBe,Mr. Perfect,53,1,spotify:track:4HB1ILmewz18T9jGNHmmBe,0.941,0.743,-3.258,0.134,0.231,0.00312,0.0349,0.934,103.003,"Devi Sri Prasad, Baba Sehgal, Rita",Aarya - 2 (Original Motion Picture Soundtrack),10/30/2009
0,499rs8fMaltXk2BOlq9P0m,"Ye Chota Nuvvunna (From ""Saaho"") (feat. Tulsi Kumar, Haricharan Seshadri)",54,1,spotify:track:499rs8fMaltXk2BOlq9P0m,0.725,0.675,-6.225,0.0444,0.116,4.39E-05,0.099,0.641,92.017,"Guru Randhawa, Tulsi Kumar, Haricharan","Ye Chota Nuvvunna (From ""Saaho"")",8/2/2019
235,0Xm3PXjA4kXu2GxBhkLk61,"Kutti Story (From ""Master"")",54,1,spotify:track:0Xm3PXjA4kXu2GxBhkLk61,0.694,0.557,-6.134,0.102,0.202,1.35E-06,0.0919,0.78,104.759,"Anirudh Ravichander, Thalapathy Vijay","Kutti Story (From ""Master"")",2/14/2020
582,22cCckQ9DR4E94QhtUzSW3,Karuthavanlaam Galeejaam,54,1,spotify:track:22cCckQ9DR4E94QhtUzSW3,0.67,0.94,-4.404,0.308,0.209,0,0.346,0.475,89.951,Anirudh Ravichander,Velaikkaran (Original Motion Picture Soundtrack),12/4/2017
176,0anBHV3eP4hiHsLQR5AZsm,Cheliya Cheliya,55,1,spotify:track:0anBHV3eP4hiHsLQR5AZsm,0.574,0.911,-6.709,0.0888,0.262,0,0.366,0.756,135.494,"KK, Suchitra",Gharshana-New,6/19/2004
329,2EmoaXUqkNFzIj6L9Oy0uy,Kadhal Yaanai,55,1,spotify:track:2EmoaXUqkNFzIj6L9Oy0uy,0.819,0.703,-8.506,0.0946,0.0913,4.24E-05,0.129,0.699,104.931,"Shankar Mahadevan, Harini",Anniyan (Original Motion Picture Soundtrack),6/17/2005
342,5bAed2aRbQbjDZF9qkNSA2,"Hui Malang (From ""Malang - Unleash The Madness"")",55,1,spotify:track:5bAed2aRbQbjDZF9qkNSA2,0.633,0.904,-5.09,0.0564,0.0337,4.31E-05,0.122,0.259,124.008,"Asees Kaur, Ved Sharma","Hui Malang (From ""Malang - Unleash The Madness"")",2/3/2020
479,4wHZiaLsuI9aQdWv4f3Esd,Priyathama Priyathama,55,1,spotify:track:4wHZiaLsuI9aQdWv4f3Esd,0.71,0.529,-9.729,0.0391,0.743,0.00577,0.183,0.505,130.036,Chinmayi,Majili,3/11/2019
587,6rji5mwjuHRuhozNhn8DG8,Adhento Gaani Vunnapaatuga,55,1,spotify:track:6rji5mwjuHRuhozNhn8DG8,0.392,0.725,-5.103,0.0504,0.123,0,0.193,0.313,78.453,Anirudh Ravichander,Jersey,4/17/2019
224,7fdsoKCtpx2hYXDRMoActW,Chellamma,56,1,spotify:track:7fdsoKCtpx2hYXDRMoActW,0.525,0.68,-7.252,0.207,0.254,0.000348,0.0601,0.734,132.857,"Anirudh Ravichander, Jonita Gandhi",Doctor (Original Motion Picture Soundtrack),10/5/2021
352,79l2r6sNwz2p2kCjK5eB8y,Naalo Chilipi Kala (Theme Song),56,1,spotify:track:79l2r6sNwz2p2kCjK5eB8y,0.805,0.501,-5.243,0.0514,0.589,2.86E-05,0.429,0.707,84.999,Yazin Nizar,Lover,6/24/2018
483,7sB18S2Ae8Aye4n9s9LZNj,Sada Siva,56,1,spotify:track:7sB18S2Ae8Aye4n9s9LZNj,0.724,0.652,-6.048,0.0633,0.219,0,0.0876,0.939,80.001,"Mani Sharma, Ramesh Vinayakam, Karunya",Khaaleja (Original Motion Picture Soundtrack),9/24/2010
583,78R4fDeRrcoBIxL6uX4TnJ,Mersalaayitten,56,1,spotify:track:78R4fDeRrcoBIxL6uX4TnJ,0.736,0.778,-6.728,0.0386,0.0246,0.00174,0.0533,0.837,125.999,"A.R. Rahman, Anirudh Ravichander, Neeti Mohan",I (Original Motion Picture Soundtrack),9/18/2014
144,7w4kFO2slzHCu1qEOMaPkl,Maari Thara Local - Here Comes Maari,57,1,spotify:track:7w4kFO2slzHCu1qEOMaPkl,0.709,0.956,-4.695,0.255,0.622,1.10E-06,0.0982,0.664,94.945,"Anirudh Ravichander, Dhanush",Maari (Original Motion Picture Soundtrack),6/7/2015
379,6vztfVJ1lTWe23YMNv6Pk1,Hasili Fisiliye,57,1,spotify:track:6vztfVJ1lTWe23YMNv6Pk1,0.768,0.561,-9.388,0.0374,0.202,0,0.0986,0.449,97.016,"Harris Jayaraj, Karthik, Harini, Dr. Burn, Maya",Aadhavan (Original Motion Picture Soundtrack),8/9/2009
475,2xr3uvrbq6OKCUX2puxj8q,Dimaak Kharaab,57,1,spotify:track:2xr3uvrbq6OKCUX2puxj8q,0.555,0.834,-6.084,0.315,0.0439,1.05E-05,0.0448,0.709,82.484,"Keerthana Sharma, Saketh","Dimaak Kharaab (From ""Ismart Shankar"")",6/7/2019
294,7CDP4uXu6mkBDzaTOx9yTS,Aadat Se Majboor,58,1,spotify:track:7CDP4uXu6mkBDzaTOx9yTS,0.836,0.629,-7.812,0.0788,0.359,3.01E-05,0.101,0.801,115.048,"Salimâ€“Sulaiman, Benny Dayal, Amitabh Bhattacharya",Ladies Vs Ricky Bahl,9/11/2011
305,4KUQFOGTaHrggl3hfMoaAe,"Kannamma - From ""Ispade Rajavum Idhaya Raniyum""",58,1,spotify:track:4KUQFOGTaHrggl3hfMoaAe,0.729,0.695,-8.524,0.0312,0.522,0.000621,0.113,0.599,127.992,"Sam C.S., Anirudh Ravichander","Kannamma (From ""Ispade Rajavum Idhaya Raniyum"")",1/11/2019
476,7tXaDnRF8OVbcecl0KurVn,Padi Padi Leche,58,1,spotify:track:7tXaDnRF8OVbcecl0KurVn,0.506,0.617,-6.677,0.0355,0.43,0,0.0815,0.358,149.931,"Armaan Malik, Sinduri Vishal",Padi Padi Leche Manasu,12/10/2018
173,5NObORkzAytZ9tmAyGXaRP,Neeve,59,1,spotify:track:5NObORkzAytZ9tmAyGXaRP,0.511,0.713,-6.405,0.0443,0.052,0,0.0759,0.297,129.911,Yazin Nizar,Neeve,10/21/2016
202,43MaYmeXYuEH4mpuaGH0uC,Penny,60,1,spotify:track:43MaYmeXYuEH4mpuaGH0uC,0.788,0.889,-5.695,0.034,0.216,0.0283,0.137,0.862,100.982,"Thaman S, Nakash Aziz",Penny - Sarkaru Vaari Paata,3/20/2022
236,0OgazYID6CUlSeiAoeuf5B,"Jigidi Killaadi (From ""Pattas"")",60,1,spotify:track:0OgazYID6CUlSeiAoeuf5B,0.858,0.786,-4.359,0.0495,0.0727,5.92E-06,0.0539,0.511,95.002,"Anirudh Ravichander, Vivek - Mervin","Jigidi Killaadi (From ""Pattas"")",12/26/2019
480,57xczqwxDF0HZsuPyVEJXa,Manasu Maree - Telugu,60,1,spotify:track:57xczqwxDF0HZsuPyVEJXa,0.695,0.501,-6.552,0.0316,0.767,0.0041,0.106,0.511,120.076,"Amit Trivedi, Shashaa Tirupati, Yazin Nizar",Manasu Maree,2/24/2020
238,2b4nWymybHj38A6XtQijiA,"Kaattu Payale (From ""Soorarai Pottru"")",61,1,spotify:track:2b4nWymybHj38A6XtQijiA,0.7,0.631,-8.377,0.212,0.325,0.000246,0.376,0.49,78.924,"G. V. Prakash, Dhee","Kaattu Payale (From ""Soorarai Pottru"")",7/23/2020
385,2uqXfUERVBLa1heEoUTBlO,Thuli Thuli,61,1,spotify:track:2uqXfUERVBLa1heEoUTBlO,0.709,0.528,-7.429,0.0309,0.256,0.00189,0.112,0.649,91.999,"Yuvan Shankar Raja, Haricharan, Tanvi Shah",Paiya (Original Motion Picture Soundtrack),11/22/2010
11,7ox1JFNmfgRtUBY1kx2aIj,Pataas Pilla,62,1,spotify:track:7ox1JFNmfgRtUBY1kx2aIj,0.754,0.545,-11.195,0.226,0.275,0,0.0792,0.544,150.024,"Sricharan Pakala, Anirudh Ravichander",DJ Tillu,1/24/2022
499,2YoPh281gD3xPnTkojVSr3,Adiyae Kolluthey,62,1,spotify:track:2YoPh281gD3xPnTkojVSr3,0.719,0.645,-7.017,0.0343,0.171,1.12E-05,0.0934,0.711,118.983,"Harris Jayaraj, Krishh, Benny Dayal, Shruti Haasan",Vaaranam Aayiram (Original Motion Picture Soundtrack),10/8/2008
578,6sAdmaffuMijDszeFrGF1H,"Enakenna Yaarum Illaye (From ""Aakko"")",62,1,spotify:track:6sAdmaffuMijDszeFrGF1H,0.571,0.818,-3.926,0.0857,0.0966,0,0.16,0.781,160.036,Anirudh Ravichander,"Enakenna Yaarum Illaye (From ""Aakko"")",2/14/2015
590,7crGzxRqI5pMZAjZgF9uu2,"Jai Sulthan - From ""Sulthan""",62,1,spotify:track:7crGzxRqI5pMZAjZgF9uu2,0.722,0.86,-3.713,0.205,0.537,0,0.114,0.814,80.004,"Vivek - Mervin, Anirudh Ravichander, Junior Nithya, Gana Guna","Jai Sulthan (From ""Sulthan"")",2/11/2021
200,4B7hHdp3YiEUoCfYJoRRP2,Digu Digu Digu Naaga,63,1,spotify:track:4B7hHdp3YiEUoCfYJoRRP2,0.676,0.921,-5.795,0.112,0.588,0.00115,0.107,0.666,175.976,Shreya Ghoshal,Varudu Kaavalenu,8/4/2021
237,2oNRoniEFnPdaCfkOQ9m0C,"Rakita Rakita Rakita (From ""Jagame Thandhiram"")",63,1,spotify:track:2oNRoniEFnPdaCfkOQ9m0C,0.79,0.74,-7.505,0.168,0.581,0.000165,0.523,0.948,133.526,"Santhosh Narayanan, Dhanush, Dhee","Rakita Rakita Rakita (From ""Jagame Thandhiram"")",7/28/2020
353,0sjg2rWD3IcQK07HOBw5Dq,"Summa Surrunu (From ""Etharkkum Thunindhavan"")",63,1,spotify:track:0sjg2rWD3IcQK07HOBw5Dq,0.701,0.862,-5.288,0.0543,0.025,2.81E-06,0.0801,0.884,142.031,"Armaan Malik, Nikhita Gandhi, D. Imman","Summa Surrunu (From ""Etharkkum Thunindhavan"")",1/16/2022
489,4dJrjWtAhEkW7VdPYSL1Ip,"Vaathi Coming (From ""Master"")",63,1,spotify:track:4dJrjWtAhEkW7VdPYSL1Ip,0.649,0.947,-4.087,0.26,0.218,0.383,0.0532,0.579,164.943,"Anirudh Ravichander, Gana Balachandar","Vaathi Coming (From ""Master"")",3/10/2020
584,4FL8i7miD18FuMN08XGKcM,"Takkunu Takkunu - From ""Mr. Local""",63,1,spotify:track:4FL8i7miD18FuMN08XGKcM,0.811,0.587,-10.091,0.0872,0.0829,0,0.173,0.758,110.027,"Hiphop Tamizha, Anirudh Ravichander","Takkunu Takkunu (From ""Mr. Local"")",4/6/2019
239,1baHxgYktT8eDdmtTozJF9,Enjoy Enjaami,64,1,spotify:track:1baHxgYktT8eDdmtTozJF9,0.856,0.709,-7.432,0.222,0.349,0.000209,0.225,0.856,110.009,"Dhee, Arivu, Santhosh Narayanan",Enjoy Enjaami,3/5/2021
257,6GFtWQYco30oKpMr5xJwy2,"Soul of Doctor (Theme) [From ""Doctor""]",64,1,spotify:track:6GFtWQYco30oKpMr5xJwy2,0.473,0.837,-7.101,0.0336,0.0968,0.912,0.297,0.212,97.261,"Anirudh Ravichander, Niranjana Ramanan","Soul of Doctor (Theme) [From ""Doctor""]",9/28/2021
586,1ysF7N4pb8cQeyDyEgsPq1,"Sanchari (From ""Radhe Shyam"")",64,1,spotify:track:1ysF7N4pb8cQeyDyEgsPq1,0.689,0.534,-9.132,0.0387,0.347,3.83E-05,0.137,0.278,122.014,"Anirudh Ravichander, Justin Prabhakaran","Sanchari (From ""Radhe Shyam"")",12/16/2021
230,48pyUxg9RYuwie5M9R7qRn,Sooraj Dooba Hain,66,1,spotify:track:48pyUxg9RYuwie5M9R7qRn,0.616,0.75,-4.629,0.0594,0.172,0,0.137,0.434,128.051,"Arijit Singh, Aditi Singh Sharma",Roy,1/9/2015
295,4eu27jAU2bbnyHUC3G75U8,Badtameez Dil,66,1,spotify:track:4eu27jAU2bbnyHUC3G75U8,0.806,0.932,-2.228,0.0684,0.24,0,0.216,0.792,106.021,"Pritam, Benny Dayal, Shefali Alvares",Yeh Jawaani Hai Deewani,3/30/2013
296,7d5ufSYehroRIgCXxJvcTM,"Chura Ke Dil Mera - From ""Hungama 2""",67,1,spotify:track:7d5ufSYehroRIgCXxJvcTM,0.737,0.857,-5.806,0.0451,0.0588,1.17E-05,0.281,0.817,126.005,"Benny Dayal, Anmol Malik, Anu Malik","Chura Ke Dil Mera (From ""Hungama 2"")",7/6/2021
381,19O4hCGGm95UhvIyhwnNT5,"Thooriga - From ""Navarasa""",68,1,spotify:track:19O4hCGGm95UhvIyhwnNT5,0.662,0.688,-9.019,0.0413,0.0422,0.000918,0.431,0.365,102.95,Karthik,"Thooriga (From ""Navarasa"")",7/12/2021
183,1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")",69,1,spotify:track:1feANd8EfcDP5UqSvbheM3,0.308,0.585,-5.18,0.0428,0.45,0,0.319,0.345,171.843,"Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")",5/24/2019
341,25MPTnqXQB1H6OkwSYUXWx,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",69,1,spotify:track:25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",1/16/2020
343,4xmkpE1Si5JL7NFxWrhV0S,"Humraah (From ""Malang - Unleash The Madness"")",69,1,spotify:track:4xmkpE1Si5JL7NFxWrhV0S,0.468,0.854,-3.932,0.059,0.176,0,0.126,0.277,155.867,"Sachet Tandon, The Fusion Project","Humraah (From ""Malang - Unleash The Madness"")",1/23/2020
184,5O9jxRlG72h1sYxtqWwUcF,Shiddat Title Track,72,1,spotify:track:5O9jxRlG72h1sYxtqWwUcF,0.489,0.625,-6.497,0.0584,0.288,0,0.133,0.439,149.921,Manan Bhardwaj,Shiddat,9/22/2021
331,28fPIWqAfqoEEGSb0rA4LZ,Oo Solriya Oo Oo Solriya,72,1,spotify:track:28fPIWqAfqoEEGSb0rA4LZ,0.904,0.706,-6.717,0.0846,0.447,0.0851,0.197,0.486,128.038,Andrea Jeremiah,Pushpa - The Rise,12/10/2021
423,0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")",73,1,spotify:track:0WdbnNKO0Jt4BZACSDQh44,0.695,0.727,-6.274,0.0323,0.0744,0.000175,0.533,0.864,118.034,"Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar","Ghungroo (From ""War"")",9/30/2019
266,3H3x4NhR3wJh6IvRHmPvkd,"Tum Tum (From ""Enemy - Tamil"")",76,1,spotify:track:3H3x4NhR3wJh6IvRHmPvkd,0.741,0.761,-5.414,0.143,0.759,0.000607,0.126,0.912,147.047,"Thaman S, Srivardhini, Aditi Bhavaraju, Satya Yamini, Roshini JKV, Tejaswini","Tum Tum (From ""Enemy - Tamil"")",9/3/2021
576,1UUgngRGzFWfgpyN0WAN1r,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",76,1,spotify:track:1UUgngRGzFWfgpyN0WAN1r,0.401,0.488,-8.417,0.0288,0.6,0,0.124,0.455,149.951,"Anirudh Ravichander, Ravi G, Shashaa Tirupati","Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",1/3/2022
577,5D507IC1VOAg7bKkmOblr6,"Bae (From ""Don"")",76,1,spotify:track:5D507IC1VOAg7bKkmOblr6,0.697,0.663,-7.246,0.0486,0.0701,1.04E-05,0.112,0.407,96.968,"Anirudh Ravichander, Adithya RK","Bae (From ""Don"")",2/3/2022
575,4HdzYTQiouB9BVYX7JOrhh,"Jalabulajangu (From ""Don"")",78,1,spotify:track:4HdzYTQiouB9BVYX7JOrhh,0.635,0.823,-5.437,0.153,0.0261,0,0.0481,0.457,151.047,"Anirudh Ravichander, Rokesh","Jalabulajangu (From ""Don"")",12/16/2021
410,2tMoOS9grHtn4upzb4LwMG,"Adiye - From ""Bachelor""",79,1,spotify:track:2tMoOS9grHtn4upzb4LwMG,0.709,0.454,-7.843,0.167,0.445,0,0.136,0.548,90.038,"Dhibu Ninan Thomas, Kapil Kapilan","Adiye (From ""Bachelor"")",9/30/2021
190,2tcXKUZQb7mR2oaSFuJERr,Priya Priya,17,2,spotify:track:2tcXKUZQb7mR2oaSFuJERr,0.763,0.705,-8.303,0.053,0.687,0.165,0.078,0.595,93.013,Rahul Nambiar,Jaguar,9/2/2016
187,5GSDiJH0cGvEurELsoZLXk,Mellane,18,2,spotify:track:5GSDiJH0cGvEurELsoZLXk,0.655,0.387,-9.44,0.034,0.609,0,0.151,0.166,109.866,Sanjith Hegde,Rider,3/10/2022
332,5EjkZ4AnBMR6DAN3Xli42y,Five Feet,29,2,spotify:track:5EjkZ4AnBMR6DAN3Xli42y,0.939,0.971,-7.06,0.18,0.104,6.75E-06,0.076,0.589,124.991,"Tippu, Priya",Jagadam,3/16/2007
346,3XrgFJdi7Isja4pq7owxdc,Sakhiya,32,2,spotify:track:3XrgFJdi7Isja4pq7owxdc,0.687,0.515,-9.823,0.0404,0.116,0.64,0.431,0.334,128.013,"Sricharan Pakala, Yamini Ghantasala",Goodachari,7/23/2018
